op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
33822,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 19, 1], [B, n_h_lin_v, 1, 19, 19]]",,,"[[B, n_h_lin_v, 1, 19, 19]]","[33820, 33821]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33823,linear_attn,,sum,"[[B, n_h_lin_v, 1, 19, 19]]",,,"[[B, n_h_lin_v, 1, 19]]",[33822],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33824,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 19], [B, n_h_lin_v, 1, 19]]",,,"[[B, n_h_lin_v, 1, 19]]","[33817, 33823]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33825,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33826,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 19]]",[33825],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33827,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 19], [B, n_h_lin_v, 1, 19]]",,,"[[B, n_h_lin_v, 1, 19]]","[33824, 33826]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33828,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33829,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 20]]",[33828],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33830,linear_attn,,clone,"[[B, n_h_lin_v, 1, 20]]",,,"[[B, n_h_lin_v, 1, 20]]",[33829],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33831,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 20, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33832,linear_attn,,slice,"[[B, n_h_lin_v, 1, 20, 64]]",,,"[[B, n_h_lin_v, 1, 20, 20]]",[33831],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33833,linear_attn,,clone,"[[B, n_h_lin_v, 1, 20, 20]]",,,"[[B, n_h_lin_v, 1, 20, 20]]",[33832],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33834,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 20]]",,,"[[B, n_h_lin_v, 1, 20, 1]]",[33830],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33835,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 20, 1], [B, n_h_lin_v, 1, 20, 20]]",,,"[[B, n_h_lin_v, 1, 20, 20]]","[33833, 33834]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33836,linear_attn,,sum,"[[B, n_h_lin_v, 1, 20, 20]]",,,"[[B, n_h_lin_v, 1, 20]]",[33835],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33837,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 20], [B, n_h_lin_v, 1, 20]]",,,"[[B, n_h_lin_v, 1, 20]]","[33830, 33836]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33838,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33839,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 20]]",[33838],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33840,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 20], [B, n_h_lin_v, 1, 20]]",,,"[[B, n_h_lin_v, 1, 20]]","[33837, 33839]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33841,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33842,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 21]]",[33841],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33843,linear_attn,,clone,"[[B, n_h_lin_v, 1, 21]]",,,"[[B, n_h_lin_v, 1, 21]]",[33842],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33844,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 21, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33845,linear_attn,,slice,"[[B, n_h_lin_v, 1, 21, 64]]",,,"[[B, n_h_lin_v, 1, 21, 21]]",[33844],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33846,linear_attn,,clone,"[[B, n_h_lin_v, 1, 21, 21]]",,,"[[B, n_h_lin_v, 1, 21, 21]]",[33845],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33847,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 21]]",,,"[[B, n_h_lin_v, 1, 21, 1]]",[33843],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33848,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 21, 1], [B, n_h_lin_v, 1, 21, 21]]",,,"[[B, n_h_lin_v, 1, 21, 21]]","[33846, 33847]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33849,linear_attn,,sum,"[[B, n_h_lin_v, 1, 21, 21]]",,,"[[B, n_h_lin_v, 1, 21]]",[33848],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33850,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 21], [B, n_h_lin_v, 1, 21]]",,,"[[B, n_h_lin_v, 1, 21]]","[33843, 33849]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33851,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33852,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 21]]",[33851],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33853,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 21], [B, n_h_lin_v, 1, 21]]",,,"[[B, n_h_lin_v, 1, 21]]","[33850, 33852]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33854,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33855,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 22]]",[33854],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33856,linear_attn,,clone,"[[B, n_h_lin_v, 1, 22]]",,,"[[B, n_h_lin_v, 1, 22]]",[33855],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33857,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 22, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33858,linear_attn,,slice,"[[B, n_h_lin_v, 1, 22, 64]]",,,"[[B, n_h_lin_v, 1, 22, 22]]",[33857],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33859,linear_attn,,clone,"[[B, n_h_lin_v, 1, 22, 22]]",,,"[[B, n_h_lin_v, 1, 22, 22]]",[33858],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33860,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 22]]",,,"[[B, n_h_lin_v, 1, 22, 1]]",[33856],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33861,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 22, 1], [B, n_h_lin_v, 1, 22, 22]]",,,"[[B, n_h_lin_v, 1, 22, 22]]","[33859, 33860]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33862,linear_attn,,sum,"[[B, n_h_lin_v, 1, 22, 22]]",,,"[[B, n_h_lin_v, 1, 22]]",[33861],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33863,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 22], [B, n_h_lin_v, 1, 22]]",,,"[[B, n_h_lin_v, 1, 22]]","[33856, 33862]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33864,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33865,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 22]]",[33864],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33866,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 22], [B, n_h_lin_v, 1, 22]]",,,"[[B, n_h_lin_v, 1, 22]]","[33863, 33865]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33867,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33868,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 23]]",[33867],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33869,linear_attn,,clone,"[[B, n_h_lin_v, 1, 23]]",,,"[[B, n_h_lin_v, 1, 23]]",[33868],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33870,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 23, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33871,linear_attn,,slice,"[[B, n_h_lin_v, 1, 23, 64]]",,,"[[B, n_h_lin_v, 1, 23, 23]]",[33870],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33872,linear_attn,,clone,"[[B, n_h_lin_v, 1, 23, 23]]",,,"[[B, n_h_lin_v, 1, 23, 23]]",[33871],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33873,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 23]]",,,"[[B, n_h_lin_v, 1, 23, 1]]",[33869],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33874,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 23, 1], [B, n_h_lin_v, 1, 23, 23]]",,,"[[B, n_h_lin_v, 1, 23, 23]]","[33872, 33873]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33875,linear_attn,,sum,"[[B, n_h_lin_v, 1, 23, 23]]",,,"[[B, n_h_lin_v, 1, 23]]",[33874],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33876,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 23], [B, n_h_lin_v, 1, 23]]",,,"[[B, n_h_lin_v, 1, 23]]","[33869, 33875]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33877,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33878,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 23]]",[33877],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33879,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 23], [B, n_h_lin_v, 1, 23]]",,,"[[B, n_h_lin_v, 1, 23]]","[33876, 33878]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33880,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33881,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 24]]",[33880],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33882,linear_attn,,clone,"[[B, n_h_lin_v, 1, 24]]",,,"[[B, n_h_lin_v, 1, 24]]",[33881],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33883,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 24, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33884,linear_attn,,slice,"[[B, n_h_lin_v, 1, 24, 64]]",,,"[[B, n_h_lin_v, 1, 24, 24]]",[33883],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33885,linear_attn,,clone,"[[B, n_h_lin_v, 1, 24, 24]]",,,"[[B, n_h_lin_v, 1, 24, 24]]",[33884],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33886,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 24]]",,,"[[B, n_h_lin_v, 1, 24, 1]]",[33882],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33887,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 24, 1], [B, n_h_lin_v, 1, 24, 24]]",,,"[[B, n_h_lin_v, 1, 24, 24]]","[33885, 33886]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33888,linear_attn,,sum,"[[B, n_h_lin_v, 1, 24, 24]]",,,"[[B, n_h_lin_v, 1, 24]]",[33887],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33889,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 24], [B, n_h_lin_v, 1, 24]]",,,"[[B, n_h_lin_v, 1, 24]]","[33882, 33888]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33890,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33891,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 24]]",[33890],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33892,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 24], [B, n_h_lin_v, 1, 24]]",,,"[[B, n_h_lin_v, 1, 24]]","[33889, 33891]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33893,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33894,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 25]]",[33893],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33895,linear_attn,,clone,"[[B, n_h_lin_v, 1, 25]]",,,"[[B, n_h_lin_v, 1, 25]]",[33894],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33896,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 25, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33897,linear_attn,,slice,"[[B, n_h_lin_v, 1, 25, 64]]",,,"[[B, n_h_lin_v, 1, 25, 25]]",[33896],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33898,linear_attn,,clone,"[[B, n_h_lin_v, 1, 25, 25]]",,,"[[B, n_h_lin_v, 1, 25, 25]]",[33897],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33899,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 25]]",,,"[[B, n_h_lin_v, 1, 25, 1]]",[33895],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33900,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 25, 1], [B, n_h_lin_v, 1, 25, 25]]",,,"[[B, n_h_lin_v, 1, 25, 25]]","[33898, 33899]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33901,linear_attn,,sum,"[[B, n_h_lin_v, 1, 25, 25]]",,,"[[B, n_h_lin_v, 1, 25]]",[33900],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33902,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 25], [B, n_h_lin_v, 1, 25]]",,,"[[B, n_h_lin_v, 1, 25]]","[33895, 33901]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33903,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33904,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 25]]",[33903],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33905,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 25], [B, n_h_lin_v, 1, 25]]",,,"[[B, n_h_lin_v, 1, 25]]","[33902, 33904]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33906,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33907,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 26]]",[33906],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33908,linear_attn,,clone,"[[B, n_h_lin_v, 1, 26]]",,,"[[B, n_h_lin_v, 1, 26]]",[33907],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33909,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 26, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33910,linear_attn,,slice,"[[B, n_h_lin_v, 1, 26, 64]]",,,"[[B, n_h_lin_v, 1, 26, 26]]",[33909],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33911,linear_attn,,clone,"[[B, n_h_lin_v, 1, 26, 26]]",,,"[[B, n_h_lin_v, 1, 26, 26]]",[33910],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33912,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 26]]",,,"[[B, n_h_lin_v, 1, 26, 1]]",[33908],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33913,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 26, 1], [B, n_h_lin_v, 1, 26, 26]]",,,"[[B, n_h_lin_v, 1, 26, 26]]","[33911, 33912]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33914,linear_attn,,sum,"[[B, n_h_lin_v, 1, 26, 26]]",,,"[[B, n_h_lin_v, 1, 26]]",[33913],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33915,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 26], [B, n_h_lin_v, 1, 26]]",,,"[[B, n_h_lin_v, 1, 26]]","[33908, 33914]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33916,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33917,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 26]]",[33916],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33918,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 26], [B, n_h_lin_v, 1, 26]]",,,"[[B, n_h_lin_v, 1, 26]]","[33915, 33917]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33919,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33920,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 27]]",[33919],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33921,linear_attn,,clone,"[[B, n_h_lin_v, 1, 27]]",,,"[[B, n_h_lin_v, 1, 27]]",[33920],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33922,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 27, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33923,linear_attn,,slice,"[[B, n_h_lin_v, 1, 27, 64]]",,,"[[B, n_h_lin_v, 1, 27, 27]]",[33922],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33924,linear_attn,,clone,"[[B, n_h_lin_v, 1, 27, 27]]",,,"[[B, n_h_lin_v, 1, 27, 27]]",[33923],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33925,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 27]]",,,"[[B, n_h_lin_v, 1, 27, 1]]",[33921],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33926,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 27, 1], [B, n_h_lin_v, 1, 27, 27]]",,,"[[B, n_h_lin_v, 1, 27, 27]]","[33924, 33925]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33927,linear_attn,,sum,"[[B, n_h_lin_v, 1, 27, 27]]",,,"[[B, n_h_lin_v, 1, 27]]",[33926],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33928,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 27], [B, n_h_lin_v, 1, 27]]",,,"[[B, n_h_lin_v, 1, 27]]","[33921, 33927]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33929,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33930,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 27]]",[33929],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33931,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 27], [B, n_h_lin_v, 1, 27]]",,,"[[B, n_h_lin_v, 1, 27]]","[33928, 33930]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33932,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33933,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 28]]",[33932],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33934,linear_attn,,clone,"[[B, n_h_lin_v, 1, 28]]",,,"[[B, n_h_lin_v, 1, 28]]",[33933],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33935,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 28, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33936,linear_attn,,slice,"[[B, n_h_lin_v, 1, 28, 64]]",,,"[[B, n_h_lin_v, 1, 28, 28]]",[33935],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33937,linear_attn,,clone,"[[B, n_h_lin_v, 1, 28, 28]]",,,"[[B, n_h_lin_v, 1, 28, 28]]",[33936],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33938,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 28]]",,,"[[B, n_h_lin_v, 1, 28, 1]]",[33934],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33939,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 28, 1], [B, n_h_lin_v, 1, 28, 28]]",,,"[[B, n_h_lin_v, 1, 28, 28]]","[33937, 33938]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
